Country Name,Country Code,Country Code,Region,IncomeGroup,Sub-Region,HAZARD & EXPOSURE,VULNERABILITY,LACK OF COPING CAPACITY,EPIDEMIC INFORM RISK,EPIDEMIC RISK CLASS,is_air_dprt_2018,SH_DTH_COMM_ZS_2016,IQ_CPA_ECON_XQ_2018,IQ_CPA_SOCI_XQ_2018,IQ_CPA_PUBS_XQ_2018,SH_STA_DIAB_ZS_2019,SL_AGR_EMPL_FE_ZS_2019,SL_AGR_EMPL_MA_ZS_2019,SL_EMP_VULN_ZS_2019,SL_IND_EMPL_MA_ZS_2019,SL_SRV_EMPL_FE_ZS_2019,SL.SRV.EMPL.MA.ZS_2019,IT.NET.BBND.P2_2018,IT.MLT.MAIN.P2_2018,NY.GDP.MKTP.KD.ZG_2018,NY.GDP.PCAP.CD_2018,NY.GDP.PCAP.KD.ZG_2018,NY.GNP.MKTP.PP.CD_2018,NY.GNS.ICTR.ZS_2018,SH.MED.BEDS.ZS_2015,NY.GNP.PCAP.PP.CD_2018,ST.INT.XPND.MP.ZS_2018,ST.INT.RCPT.XP.ZS_2018,SL.TLF.TOTL.IN_2019,IT.CEL.SETS.P2_2018,SM.POP.NETM_2017,BX.TRF.PWKR.CD.DT_2018,SP.POP.0014.TO.ZS_2018,SP.POP.1564.TO.ZS_2018,SP.POP.65UP.TO.ZS_2018,EN.POP.DNST_2018,EN.URB.LCTY.UR.ZS_2018,EN.POP.SLUM.UR.ZS_2014,SP.POP.TOTL_2018,SI.POV.GAPS_2018,SI.POV.DDAY_2018,IS.RRS.TOTL.KM_2018,SM.POP.REFG_2018,SP.URB.TOTL.IN.ZS_2018,SL.EMP.WORK.FE.ZS_2019,SL.EMP.WORK.MA.ZS_2019,pop_basic_san_tot%_2017,pop_basic_san_urb%_2017,pop_basic_san_rur%_2017,pop_safe_man_san_tot%_2017,pop_safe_man_san_urb%_2017,pop_safe_man_san_rur%_2017,chw_#,gov_health_exp%,pop_bas_hnd_wash_fac%_tot_2017,pop_bas_hnd_wash_fac%_urb_2017,pop_bas_hnd_wash_fac%_rur_2017,hos.beds.per10k.#,med_path_lab_sci#,med_path_lab_tech#,doc_per10k#,doc_#,gen_med_prac#,spec_med_prac#,med_doc#,nur_mid_wife_per10k#,nurse#,skl_health_pro_per10k#,C.1.1,C.1.2,C.1.3,C.2.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,Urban population growth (annual %),Population living in urban areas (%),Proportion of population with basic handwashing facilities on premises (% of population),Population living in slums (% of urban population),Children under 5 (% of population),GCRI Violent Conflict probability,GCRI Highly Violent Conflict probability,Human Development Index,Multidimensional Poverty Index,Humanitarian Aid (FTS),Development Aid (ODA),Net ODA received (% of GNI),Volume of remittances (in USD) as a proportion of total GDP (%),"Mortality rate, under-5",Incidence of Tuberculosis,Estimated number of people living with HIV - Adult (>15) rate,"Number of new HIV infections per 1,000 uninfected population","Malaria incidence per 1,000 population at risk",Number of people requiring interventions against neglected tropical diseases,Gender Inequality Index,Income Gini coefficient,People affected by Natural Disasters,People affected by Natural Disasters,People affected by Natural Disasters,Internally displaced persons (IDPs),Refugees and asylum-seekers by country of asylum,Returned Refugees,Average Dietary Energy Supply Adequacy,Prevalence of Undernourishment,Government Effectiveness,Corruption Perception Index,Access to electricity,Adult literacy rate,Individuals using the Internet,Mobile cellular subscriptions,People using at least basic sanitation services (% of population),People using at least basic drinking water services (% of population),Physicians Density,Current health expenditure per capita,GDP per capita (current US$),Total Population,"Air transport, passengers carried","International tourism, number of arrivals",IHR capacity score: Points of entry,Access to Cities,Public trust in politicians,1+ underlying conditions plus 0 conditions (65+ yrs),Humanitarian Aid (FTS),Gender Inequality Index
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,South-Eastern Asia,4.2,4.4,1.8,3.2,Low,476733,17.5,,,,16.7,6.315999985,12.86200047,21.78900099,31.81900024,74.48400116,55.31800079,8.551120205,20.40501543,4.74160645,11373.233,3.334501101,9.66E+11,25.72803424,1.9,30650,5.985458724,8.834374762,15673016,134.5259947,249999,1685623019,23.99514109,69.33310429,6.671754625,95.96282149,31.55169706,,31528585,,,,121302,76.036,74.19000244,75.07800293,100,100,99,89,,,,6.45,,,,19,,6324,15.358,46491,,,46491,34.676,107858,56.57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,2.13,76.04,,,8.20,0.25,0.02,0.80,,26.41,-52.74,-0.01,0.47,7.8,93,0.4,0.43,0.07,83042,0.27,41.00,22407,16900,17412,0,163111,0,125,2.5,1.08,53,100.0,93.73,81.20,134.5,99.6,96.7,15.13,1052.55,11239,31949789,60481772,25948000,100.0,57.43,4.27,24,26.41,0.27
Maldives,MDV,MDV,South Asia,Upper middle income,Southern Asia,5.4,2.7,5,4.2,Medium,26789,8,2.666666667,3.5,3,9.2,1.940000057,10.13099957,19.46700072,17.69099998,76.9489975,72.17900085,10.36851168,3.63663864,6.888817196,10330.61561,2.889730837,7276787489,,,14110,10.56719395,82.69383667,296608,166.3642921,56851,4217838.309,20.1479166,76.14873879,3.703344606,1718.986667,0,,515696,,,,0,39.808,64.08799744,79.54199982,99,99,99,,,,509,26.59,96,97,95,43,241,2,45.627,2353,1451,902,,64.282,3315,118.33,60,40,100,60,40,80,80,20,80,80,20,40,40,100,100,40,20,0,4.89,39.81,95.80,32.1,6.88,0.01,0.00,0.72,0.00,3.21,4.54,2.43,0.08,8.6,39,0.1,,,1004,0.37,38.40,0,0,0,0,0,0,117,10.3,-0.49,29,99.8,97.73,63.19,166.4,99.4,99.3,10.38,1628.54,10224,530957,1147247,1390000,40.0,303.51,,19,3.21,0.37
Mali,MLI,MLI,Sub-Saharan Africa,Low income,Western Africa,6.2,6,6,6.1,High,,60.6,4,3.1,3,2.4,62.9129982,62.34500122,80.98599815,9.395999908,31.875,28.25900078,0.633900781,1.195617995,4.899995745,899.6599081,1.791676657,43023703297,,,2260,,,7334811,115.0846727,-200000,1022074241,47.54348639,49.94928385,2.507229758,15.63501586,30.27950091,56.3,19077690,,,,26539,42.356,12.01099968,23.32299995,39,53,29,19,9,26,110,5.64,52,70,39,1,28,398,1.286,2454,1417,1037,,3.585,5174,5.28,60,40,40,60,80,80,60,40,60,60,40,20,40,40,60,20,20,20,4.88,42.36,52.23,47.0,17.97,0.98,0.79,0.43,0.46,5488.41,792.22,8.93,5.95,97.8,55,1.0,0.92,386.16,6841620,0.68,33.00,0,13150,6981,218536,27457,6677,141,6.3,-1.00,29,43.1,35.47,13.00,115.1,39.3,78.3,1.39,81.18,901,19658023,,193300,20.0,0.05,3.16,14,5488.41,0.68
Malta,MLT,MLT,Middle East & North Africa,High income: nonOECD,Southern Europe,4.7,3.3,3.2,3.7,Medium,20903,6.4,,,,8.3,0.342000008,1.432000041,9.809000198,24.92200089,90.98000336,73.64600372,43.6730503,58.15325283,6.772328111,30098.28331,3.342797311,18970477590,31.09659557,,39230,2.854464827,8.762992415,234587,140.2039395,4501,276493697.6,14.27690052,65.37377518,20.3493243,1511.03125,0,,484630,,,,8579,94.612,91.97899628,81.8219986,100,100,100,93,93,93,,15.64,,,,47,,,28.598,1240,349,891,,94.833,3772,130.48,100,100,100,60,100,60,80,100,20,20,20,40,60,60,20,80,40,20,3.33,94.61,,,4.92,0.00,0.00,0.89,,0.00,0.00,,1.90,7.0,11,0.1,,,9,0.19,29.40,0,0,0,0,10450,0,135,2.4,0.97,54,100.0,94.50,81.66,140.2,100.0,100.0,38.26,3511.14,30075,440377,2576898,2274000,40.0,863.67,2.91,38,0.00,0.19
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,Western Africa,5.7,6,7,6.2,High,5636.839472,53.4,3.5,3.5,3.3,7.1,50.27999878,51.7140007,52.50300121,14.24400043,39.72499847,34.04199982,0.300273907,1.361679263,3.554277984,1188.834588,0.714678742,18143701631,19.75086053,,4120,1.157148164,0.291008929,1248504,103.7060504,25002,60391856.66,40.08318282,56.77570502,3.141112158,4.272163578,51.00448558,79.9,4403319,,,,83191,53.672,31.21199989,50.88899994,48,75,19,,,,500,6.01,43,55,29,4,12,,1.865,821,448,373,,9.252,3403,7.85,40,40,20,40,60,60,20,20,40,20,20,40,20,40,20,20,20,20,4.37,53.67,15.95,79.5,15.00,0.35,0.03,0.53,0.26,1549.26,88.65,8.61,1.15,75.7,97,0.5,0.09,53.91,855084,0.62,32.60,3895814,350600,33600,0,86373,0,124,10.4,-0.73,28,42.9,53.50,20.80,103.7,48.4,70.7,1.79,163.92,1219,4525698,454436,,20.0,0.36,3.32,15,1549.26,0.62
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,Eastern Africa,3,3.4,3.3,3.2,Low,14940,6.5,,,,22,4.993000031,6.735000134,16.171,31.12899971,79.23699951,62.13600159,21.63851371,34.27281731,3.773818913,11238.69039,3.717228566,32999567208,16.83706477,,26080,9.549185846,38.88115697,611703,151.3591149,0,244699351.4,17.79369232,70.73213461,11.47417307,623.3019704,0,,1265303,,,,14,40.793,85.27899933,75.98999786,96,96,95,,,,187,9.99,,,,34,1,361,25.331,3210,,,3210,35.152,4445,53.49,100,40,40,100,40,60,80,80,80,80,40,80,40,100,80,80,80,40,-0.06,40.79,,,5.10,0.01,0.00,0.80,,100.00,48.16,0.43,1.72,15.5,12,0.9,,,0,0.37,35.80,0,30000,0,0,15,0,124,6.5,0.88,52,98.0,91.33,58.60,151.4,95.5,99.9,20.25,1206.74,11239,1269670,1745291,1342000,80.0,56.85,3.06,37,100.00,0.37
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,Central America,3.9,5.2,3,3.9,Medium,590727,9.8,,,,13.5,3.486999989,18.11800003,26.93200016,31.24600029,78.81800079,50.63600159,14.54862775,17.15315305,2.135958121,9673.443674,0.991932458,2.44E+12,23.69184564,1.5,19340,2.80036911,4.960593058,57142356,95.2316028,-300000,35768416627,26.55684819,66.21946683,7.223684981,64.91462641,21.3355771,11.1,126190788,0.5,1.7,14388,16549,80.156,68.13500214,68.3690033,91,93,82,50,52,,,11.58,88,90,80,15,,21674,23.827,297307,107566,189741,,23.961,302363,48.76,100,60,80,100,100,100,100,80,60,100,100,100,60,100,80,80,80,80,1.49,80.16,87.85,16.0,8.65,0.98,0.92,0.77,0.02,235.79,497.45,0.05,2.93,12.7,22,0.3,0.20,0.27,28886413,0.33,43.40,1460060,13124,4842,338000,40396,0,132,3.6,-0.15,29,100.0,95.38,65.77,95.2,91.2,99.3,22.48,971.82,9698,127575529,64569640,39291000,80.0,310.92,1.69,26,235.79,0.33
Mongolia,MNG,MNG,East Asia & Pacific,Lower middle income,Eastern Asia,3.7,4.6,3.3,3.8,Medium,7777,9.7,3.166666667,3.8,3.2,4.7,24.65299988,29.7840004,48.48599863,25.65500069,63.36899948,44.56100082,9.657070685,11.66649213,7.225848899,4121.732435,5.317252546,39615513066,30.25115819,,12500,9.695972287,6.818774295,1331968,133.1783386,-4262,440554140.3,30.40956831,65.50689291,4.083538787,2.040608667,70.06851629,42.7,3170208,0.1,0.5,,7,68.445,54.14699936,47.52600098,58,66,42,,,,302,6.72,71,81,49,70,,435,28.592,8739,6466,2273,,38.938,12344,72.62,80,80,80,100,60,100,100,80,80,80,80,80,80,100,80,80,80,80,1.92,68.45,71.18,38.3,11.74,0.04,0.00,0.73,0.04,23.73,228.90,2.80,3.37,16.3,428,0.1,0.00,,17,0.32,32.30,0,272301,2500,0,9,0,113,13.4,-0.23,35,85.9,98.42,47.16,133.2,58.5,83.3,28.87,466.69,4104,3225166,670360,469000,100.0,6.53,1.71,20,23.73,0.32
Montenegro,MNE,MNE,Europe & Central Asia,Upper middle income,Southern Europe,2.9,2.7,4.4,3.3,Low,6887,1.4,,,,9,7.243999958,8.458000183,13.25699997,27.77099991,85.02400208,63.77099991,25.33079328,27.53703754,5.077860201,8844.236985,5.082587772,13028020426,14.89888791,,20930,1.991511125,52.16787251,277659,180.6938097,-2400,588907941.6,18.20951914,66.81554422,14.97493664,46.27100372,0,,622227,,,249,729,66.813,86.34700012,72.35900116,98,100,94,,30,,,9.84,,,,40,,,27.557,1730,336,1394,,52.294,3040,80.83,80,20,40,60,40,60,60,80,80,40,40,60,40,60,80,20,20,20,0.50,66.81,,27.1,5.87,0.01,0.01,0.82,0.00,0.00,11.09,2.78,10.70,2.5,14,0.1,0.08,,4,0.12,31.90,200,0,0,0,898,0,141,2.4,0.13,45,100.0,98.85,71.52,180.7,97.8,97.0,23.34,1333.93,8761,627988,565522,1877000,20.0,12.91,3.22,33,0.00,0.12
Morocco,MAR,MAR,Middle East & North Africa,Lower middle income,Northern Africa,4.8,4.7,3.7,4.4,Medium,80154,14,,,,7,53.9070015,28.68499947,47.53800011,24.61700058,33.67599869,46.69900131,4.309292493,6.103789513,2.99021417,3222.200634,1.648630514,3.09E+11,27.67945819,,8430,5.452041341,22.08006946,12067706,124.1715549,-257096,6918197476,27.20638013,65.78071505,7.012904821,80.72851893,16.3704746,13.1,36029138,,,2295,5940,62.453,39.14099884,53.16699982,89,94,79,39,40,,,6.03,,,,11,595,890,7.308,26003,9094,16909,,13.887,45326,14.9,80,80,100,60,100,80,80,80,80,80,80,60,60,80,80,80,60,80,2.13,62.45,,10.1,9.24,0.34,0.12,0.68,0.08,48.19,292.92,0.70,5.87,22.4,99,0.1,0.05,0.00,6926,0.49,39.50,1650000,70000,29,0,7775,0,150,3.4,-0.21,41,100.0,73.75,64.80,124.2,88.5,86.8,7.27,465.70,3238,36471766,8132917,11349000,60.0,26.38,3.40,26,48.19,0.49
Mozambique,MOZ,MOZ,Sub-Saharan Africa,Low income,Eastern Africa,6.6,6.5,5.7,6.3,High,10479,65.3,3,3.4,3.1,3.3,80.17099762,59.67100143,83.14599991,14.39900017,16.86599922,25.93000031,0.237801704,0.213608596,3.428173661,498.9572202,0.458309216,42190600845,12.85053825,,1430,1.283526698,5.539972557,13192926,47.71577872,-25000,296070198.9,44.67080015,52.43843539,2.890764457,37.50853531,15.40641471,80.3,29495962,,,,4907,35.988,5.802000046,23.69300079,29,52,17,,,16,4787,8.81,,,,7,,1958,0.838,2473,1695,778,,6.847,14174,4.56,40,40,60,40,60,80,80,80,80,60,60,60,60,40,80,40,40,40,4.41,35.99,12.23,76.7,16.62,0.86,0.46,0.45,0.41,4132.46,1262.93,12.62,2.01,73.2,551,12.3,8.85,337.92,23455303,0.57,54.00,751901,77450,2026237,14000,33117,8845,106,27.9,-0.87,26,27.4,60.66,10.00,47.7,29.4,55.7,0.74,61.65,490,30366043,540124,1447000,40.0,39.78,2.41,19,4132.46,0.57
Myanmar,MMR,MMR,East Asia & Pacific,Low income,South-Eastern Asia,4,5.4,5,4.8,Medium,64397.96449,23.6,3.666666667,2.6,2.8,3.9,43.66500092,52.41199875,59.05900192,16.75900078,41.09500122,30.82799911,0.240279346,0.969799465,6.200051072,1325.952924,5.555804238,3.49E+11,,,6500,0.625447844,10.59329715,24690666,113.8444919,-816564,2840459625,26.37104828,67.84430978,5.784641933,82.23861548,31.40295394,41,53708395,,,,0,30.579,37.94800186,37.92599869,64,76,59,,,,2326,3.59,79,92,74,9,2443,1562,6.77,36363,36363,,,9.993,35947,14.98,60,60,60,60,80,100,80,60,40,60,40,60,60,80,60,40,40,80,1.45,30.58,79.29,56.6,8.35,0.95,0.57,0.58,0.18,4608.26,1244.06,2.43,3.99,46.2,358,0.8,0.36,3.68,37482211,0.46,38.10,199520,173095,8075,401000,0,95,118,10.6,-1.07,29,69.8,75.55,30.68,113.8,64.3,81.8,8.64,291.09,1326,54045422,3407788,3443000,60.0,169.35,2.98,25,4608.26,0.46
Namibia,NAM,NAM,Sub-Saharan Africa,Upper middle income,Southern Africa,5.1,5.2,5.2,5.2,High,14543,49.3,,,,4.5,20.37000084,23.87899971,31.0199995,24.67900085,71.84100342,51.44200134,2.531061336,6.323405496,-0.546332045,5931.453886,-2.400819772,26622744602,14.02860629,,10870,1.073889487,9.829574582,937065,112.7023597,-24030,53670691.33,36.91024919,59.45371913,3.636031681,2.973745582,33.00484688,33.2,2448255,,,,2400,50.032,57.29000092,68.01799774,35,51,18,,,,,13.86,45,62,27,27,,160,4.182,1024,1024,,,19.54,4784,31.32,60,60,60,60,60,80,80,60,20,60,20,60,60,100,40,60,60,40,3.96,50.03,44.60,42.3,13.41,0.05,0.00,0.65,0.17,61.50,110.87,1.05,0.37,39.6,423,13.8,6.03,44.56,1103903,0.46,59.10,2502,0,289644,0,3925,106,118,27.3,0.11,52,52.5,,51.00,112.7,34.5,82.5,,969.26,5931,2494524,602893,1499000,40.0,19.85,3.47,22,61.50,0.46
Nepal,NPL,NPL,South Asia,Low income,Southern Asia,5.1,5.1,6.8,5.6,High,71908,25,3.333333333,3.7,3.1,7.2,74.76899719,52.6590004,78.41500092,23.8579998,16.99099922,23.4829998,2.81879649,2.845159941,6.657532668,1033.912431,4.907946941,87426530266,49.48940439,,3110,6.266984685,27.78288467,16885870,139.4463618,208549,8293841343,30.41426532,63.8580639,5.727670776,195.9391071,23.982703,54.3,28087871,,,,20808,19.74,10.71800041,32.9659996,62,67,61,,,,16206,11.18,48,67,43,3,26923,,7.486,21033,14650,6383,,31.084,87333,26.39,40,40,60,20,40,60,40,40,40,60,40,40,40,40,20,40,20,20,3.72,19.74,47.78,51.0,9.46,0.77,0.30,0.58,0.15,220.52,603.94,4.96,28.56,32.2,152,0.2,0.00,0.45,16062081,0.48,32.80,1713634,1406,97395,0,20863,0,119,8.7,-0.90,34,95.5,67.91,34.00,139.4,62.1,88.8,6.51,155.97,1026,28608715,3296953,940000,20.0,0.31,1.91,19,220.52,0.48
Netherlands,NLD,NLD,Europe & Central Asia,High income: OECD,Western Europe,3.5,3.2,1.2,2.4,Low,325942.296,5.2,,,,5.4,1.241999984,2.714999914,12.65300006,24.4090004,92.57099915,72.87599945,43.4167118,34.58471379,2.597453618,53024.05921,2.00369176,9.80E+11,31.85160709,,56890,3.853103783,3.352669556,9247803,123.7312099,80000,2492057843,16.10815871,64.69564866,19.19619263,511.4579104,7.178652856,,17231624,,,,101837,91.49,86.91300201,80.35500336,98,98,100,97,97,97,,20.86,,,,47,,,36.054,61368,27575,33793,,111.839,186370,139.84,100,80,100,100,100,80,80,100,100,100,80,80,100,100,80,80,80,80,1.03,91.49,,,5.05,0.00,0.00,0.93,,-25.31,0.00,,0.27,3.9,5,0.2,0.06,,41,0.04,28.20,0,0,0,0,114140,0,126,2.4,1.85,82,100.0,,94.71,123.7,97.7,100.0,35.07,5251.24,52978,17097123,43996045,17924000,60.0,38.75,5.63,36,-25.31,0.04
New Zealand,NZL,NZL,East Asia & Pacific,High income: OECD,Australia and New Zealand,3.1,3.3,1.4,2.4,Low,187851,4.6,,,,6.2,3.653000116,7.474999905,12.08699977,29.02000046,87.23699951,63.50500107,34.72389862,37.10629118,2.773571015,41945.33167,0.846632297,1.93E+11,19.62925583,,39410,8.023966068,19.08413193,2771153,134.9319679,74403,452514256.4,19.65343146,64.69414402,15.65242453,18.55417569,36.82458594,,4841000,,,,1564,86.538,85.5510025,78.70400238,100,100,100,89,,,,23.36,,,,28,3232,,35.898,17027,6711,9062,1254,124.482,56356,143,100,80,80,100,100,80,80,80,100,100,100,80,100,100,100,100,100,100,1.98,86.54,,,6.30,0.00,0.00,0.92,,0.00,0.00,,0.22,5.7,8,0.1,,,3,0.13,,2383,100,23,0,2039,0,129,2.4,1.67,87,100.0,,90.81,134.9,100.0,100.0,30.25,3664.72,41966,4783062,17249050,3555000,100.0,76.08,6.06,29,0.00,0.13
Nicaragua,NIC,NIC,Latin America & Caribbean,Lower middle income,Central America,4.3,5.5,4.1,4.6,Medium,,10.9,4,3.6,3.1,11.4,8.336999893,44.70399857,40.86999989,18.36899948,79.59899902,36.92599869,2.975995209,5.039377459,-3.816060103,2028.894755,-5.015965544,34932852076,23.57585037,,5400,5.185581409,9.870271251,3048653,115.0959067,-106360,1504800000,30.2016812,64.55082135,5.247497448,53.72704836,27.69536978,,6465513,,,,326,58.522,49.59899902,56.50600052,74,84,62,,,,,23.95,,,,9,,1270,9.775,6320,2119,2243,1958,15.334,9914,22.98,100,100,100,20,100,80,80,80,100,80,100,60,60,100,80,100,80,60,1.64,58.52,,43.2,10.10,0.47,0.09,0.65,0.07,72.58,181.70,2.75,11.47,18.3,45,0.2,0.12,5.05,1614121,0.45,46.20,52915,313000,94513,0,457,0,116,17.0,-0.80,22,86.8,82.61,27.86,115.1,74.4,81.5,10.06,484.53,2029,6545503,,1787000,80.0,2.28,1.67,20,72.58,0.45
Niger,NER,NER,Sub-Saharan Africa,Low income,Western Africa,7,6.7,6.8,6.8,Very High,,62.7,3.833333333,3.2,3.1,2.4,69.83899689,78.91100311,93.6760025,4.397999763,19.17099953,16.69099998,0.040041881,0.529349032,6.483066704,413.980305,2.495334702,23333784351,,0.3,1040,,,8423151,40.63849996,20001,296677560,49.98432461,47.42066751,2.595007883,17.71765059,32.92722097,70.1,22442948,,,,175418,16.425,2.362999916,8.07199955,14,44,8,10,23,7,,7.57,,,,3,369,,0.433,900,,,900,2.695,4746,1.59,20,20,20,60,80,80,80,80,40,20,20,40,20,20,20,20,20,40,4.27,16.43,8.98,61.8,19.91,0.97,0.84,0.38,0.59,6345.60,529.03,13.17,3.19,83.7,90,0.4,0.14,358.65,14068652,0.65,34.30,1343203,134292,223000,196717,225833,0,124,16.5,-0.77,32,20.0,30.56,5.25,40.6,13.6,50.3,0.50,61.43,412,23310719,,164000,20.0,0.50,,13,6345.60,0.65
Nigeria,NGA,NGA,Sub-Saharan Africa,Lower middle income,Western Africa,6.7,6.1,5.7,6.2,High,77482.72652,62.7,3.333333333,3.4,2.8,3.1,23.83300018,44.14599991,77.61199856,11.77499962,63.36399841,44.07899857,0.037761388,0.071724941,1.937268069,2028.18197,-0.66557908,1.12E+12,19.27866864,,5710,18.45126566,2.911291322,59873795,88.18424125,-300000,24311022416,43.86663998,53.38598302,2.747377005,215.064989,13.65303725,50.2,195874740,,,,34738,50.344,13.11800003,22.91600037,39,48,31,27,30,24,116454,8.17,42,53,31,5,26677,29246,3.806,74543,71508,3035,,11.792,110105,18.25,40,60,60,100,60,60,80,60,40,60,40,40,40,20,20,60,40,20,4.24,50.34,41.95,53.9,16.63,1.00,0.90,0.53,0.29,17430.81,1724.35,0.87,6.12,119.9,219,2.9,,281.15,133972724,,43.00,12204,1939285,131284,2216000,35680,2,116,13.4,-1.02,26,54.4,62.02,42.00,88.2,39.2,71.4,3.83,213.74,2028,200963603,8169192,,40.0,25.74,1.59,15,17430.81,
Norway,NOR,NOR,Europe & Central Asia,High income: OECD,Northern Europe,2.5,3.8,1.2,2.3,Low,,7.3,,,,5.3,1.021000028,2.97300005,4.906000108,30.31900024,92.13600159,66.70700073,41.33635646,10.5085986,1.289548201,81697.24598,0.577326046,3.63E+11,35.94349937,,68310,13.17578862,4.266223316,2829069,107.1737116,140000,644347130.3,17.54903838,65.40173947,17.04922216,14.55491954,23.1580886,,5311916,,,,57026,82.248,95.71600342,91.60600281,98,98,98,76,,,,18.21,,,,39,,,29.164,15568,4691,10877,,182.248,94329,222.09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,60,80,1.17,82.25,,0.0,5.60,0.00,0.00,0.95,,-35.91,0.00,,0.15,2.5,5,0.2,,,40,0.04,27.50,0,0,0,0,59318,0,135,2.4,1.89,84,100.0,,96.49,107.2,98.1,100.0,46.34,6203.45,81807,5378859,,6252000,60.0,6.44,5.71,33,-35.91,0.04
Oman,OMN,OMN,Middle East & North Africa,High income: nonOECD,Western Asia,5,3.2,2,3.2,Low,76672,10.5,,,,10.1,0.349999994,5.107999802,2.633000016,36.47200012,95.44599915,58.41999817,8.73873816,11.6022183,1.764087549,16415.15728,-1.682101824,2.01E+11,23.93773682,,41680,9.094428811,6.441384485,2793444,133.3662907,437000,39011703.51,22.24650599,75.36070706,2.392786956,15.6041454,35.43068637,,4829483,,,,308,84.539,95.50499725,96.22499847,100,100,100,,,,,6.76,97,,,16,2474,,20.031,9674,5500,4174,,41.965,19415,60.68,100,80,100,100,100,80,80,80,80,80,80,80,100,100,80,80,80,100,4.61,84.54,97.40,,9.06,0.02,0.00,0.83,,0.00,0.00,,0.05,11.4,7,0.2,,0.00,1,0.30,,200,0,0,0,564,0,121,6.8,0.19,52,100.0,95.65,80.19,133.4,100.0,91.9,19.70,2826.85,16419,4974992,10438241,2372000,100.0,119.81,4.69,20,0.00,0.30
Pakistan,PAK,PAK,South Asia,Lower middle income,Southern Asia,5.6,6,5.3,5.6,High,48542,34.9,3,3.2,3.1,19.9,65.2559967,29.47400093,55.48300171,27.45400047,17.88699913,43.0719986,0.853498388,1.318677191,5.830241905,1482.403063,3.67671211,1.24E+12,18.77178609,,5860,4.271449039,2.714820998,73943927,72.55706103,-1166895,21194000000,35.2698146,60.41741109,4.312774311,275.2893187,19.79189306,45.5,212215030,,,7791,1404019,36.666,28.6079998,46.75600052,60,77,50,,,,16448,4.73,60,83,46,6,,37613,9.801,208007,,,208007,6.683,103777,14.79,20,20,40,40,80,60,60,60,40,40,60,40,20,40,20,40,40,40,2.67,36.67,59.61,40.8,12.78,0.99,0.72,0.56,0.20,2698.63,986.59,0.41,6.74,69.3,267,0.1,0.18,4.94,31683212,0.55,33.50,65735,0,4780973,119000,1409200,12,109,20.3,-0.63,32,70.8,59.13,15.51,72.6,59.9,91.5,9.75,144.12,1473,216565317,6880637,,40.0,0.30,3.19,18,2698.63,0.55
Panama,PAN,PAN,Latin America & Caribbean,Upper middle income,Central America,4,4.5,3.5,4,Medium,119148,15.6,,,,7.7,7.84499979,18.00200081,34.21799946,24.66699982,82.33499908,57.33100128,12.93361128,17.43839704,3.677013629,15575.07255,1.936964073,98382996783,,,23550,4.535760552,20.78419943,2070252,137.0014238,56000,537877200,27.06230432,64.8329646,8.10473108,56.18607748,63.06276362,25.8,4176873,0.5,1.7,,2518,67.709,64.61100006,61.31999969,83,92,65,,,,,14.63,,,,23,,,15.687,6333,,,6333,30.741,12840,38.49,100,60,60,80,100,100,80,80,80,80,80,80,80,60,60,60,60,80,2.20,67.71,,22.1,9.16,0.04,0.00,0.80,,91.04,9.99,0.06,0.83,15.3,54,0.8,0.74,0.20,436029,0.46,49.90,12000,0,0,0,16134,0,119,10.0,-0.02,36,100.0,95.41,57.87,137.0,83.3,96.4,15.70,1750.30,15575,4246440,12939350,1843000,60.0,2.64,2.15,23,91.04,0.46
Papua New Guinea,PNG,PNG,East Asia & Pacific,Lower middle income,Melanesia,5.6,4.9,6.9,5.7,High,41545.17078,36.1,3,2.6,2.9,17.9,60.51800156,56.20800018,77.92200089,10.42500019,36.80599976,33.36700058,0.213319782,1.872473642,-0.820774238,2730.274799,-2.760114412,36334539993,,,4220,,,2672011,47.61771578,-3999,2875318.452,35.8159344,60.73879635,3.445269251,19.00436338,32.36924347,,8606316,,,,10026,13.169,12.03600025,28.64599991,13,48,8,,,,4469,9.54,,,,0,,,0.699,602,,,602,4.548,3237,5.87,20,20,20,60,40,80,80,60,40,60,20,20,20,20,20,40,20,20,2.48,13.17,,,12.48,0.31,0.05,0.54,,243.03,508.58,3.43,0.01,47.8,432,0.9,0.60,181.87,6546649,0.74,41.90,0,545036,16451,12000,10177,0,101,8.9,-0.68,28,54.4,61.60,11.21,47.6,12.9,41.3,,92.27,2723,8776119,964713,,20.0,509.54,,25,243.03,0.74
