Country Name,Country Code,Country Code,Region,IncomeGroup,Sub-Region,HAZARD & EXPOSURE,VULNERABILITY,LACK OF COPING CAPACITY,EPIDEMIC INFORM RISK,EPIDEMIC RISK CLASS,is_air_dprt_2018,SH_DTH_COMM_ZS_2016,IQ_CPA_ECON_XQ_2018,IQ_CPA_SOCI_XQ_2018,IQ_CPA_PUBS_XQ_2018,SH_STA_DIAB_ZS_2019,SL_AGR_EMPL_FE_ZS_2019,SL_AGR_EMPL_MA_ZS_2019,SL_EMP_VULN_ZS_2019,SL_IND_EMPL_MA_ZS_2019,SL_SRV_EMPL_FE_ZS_2019,SL.SRV.EMPL.MA.ZS_2019,IT.NET.BBND.P2_2018,IT.MLT.MAIN.P2_2018,NY.GDP.MKTP.KD.ZG_2018,NY.GDP.PCAP.CD_2018,NY.GDP.PCAP.KD.ZG_2018,NY.GNP.MKTP.PP.CD_2018,NY.GNS.ICTR.ZS_2018,SH.MED.BEDS.ZS_2015,NY.GNP.PCAP.PP.CD_2018,ST.INT.XPND.MP.ZS_2018,ST.INT.RCPT.XP.ZS_2018,SL.TLF.TOTL.IN_2019,IT.CEL.SETS.P2_2018,SM.POP.NETM_2017,BX.TRF.PWKR.CD.DT_2018,SP.POP.0014.TO.ZS_2018,SP.POP.1564.TO.ZS_2018,SP.POP.65UP.TO.ZS_2018,EN.POP.DNST_2018,EN.URB.LCTY.UR.ZS_2018,EN.POP.SLUM.UR.ZS_2014,SP.POP.TOTL_2018,SI.POV.GAPS_2018,SI.POV.DDAY_2018,IS.RRS.TOTL.KM_2018,SM.POP.REFG_2018,SP.URB.TOTL.IN.ZS_2018,SL.EMP.WORK.FE.ZS_2019,SL.EMP.WORK.MA.ZS_2019,pop_basic_san_tot%_2017,pop_basic_san_urb%_2017,pop_basic_san_rur%_2017,pop_safe_man_san_tot%_2017,pop_safe_man_san_urb%_2017,pop_safe_man_san_rur%_2017,chw_#,gov_health_exp%,pop_bas_hnd_wash_fac%_tot_2017,pop_bas_hnd_wash_fac%_urb_2017,pop_bas_hnd_wash_fac%_rur_2017,hos.beds.per10k.#,med_path_lab_sci#,med_path_lab_tech#,doc_per10k#,doc_#,gen_med_prac#,spec_med_prac#,med_doc#,nur_mid_wife_per10k#,nurse#,skl_health_pro_per10k#,C.1.1,C.1.2,C.1.3,C.2.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,Urban population growth (annual %),Population living in urban areas (%),Proportion of population with basic handwashing facilities on premises (% of population),Population living in slums (% of urban population),Children under 5 (% of population),GCRI Violent Conflict probability,GCRI Highly Violent Conflict probability,Human Development Index,Multidimensional Poverty Index,Humanitarian Aid (FTS),Development Aid (ODA),Net ODA received (% of GNI),Volume of remittances (in USD) as a proportion of total GDP (%),"Mortality rate, under-5",Incidence of Tuberculosis,Estimated number of people living with HIV - Adult (>15) rate,"Number of new HIV infections per 1,000 uninfected population","Malaria incidence per 1,000 population at risk",Number of people requiring interventions against neglected tropical diseases,Gender Inequality Index,Income Gini coefficient,People affected by Natural Disasters,People affected by Natural Disasters,People affected by Natural Disasters,Internally displaced persons (IDPs),Refugees and asylum-seekers by country of asylum,Returned Refugees,Average Dietary Energy Supply Adequacy,Prevalence of Undernourishment,Government Effectiveness,Corruption Perception Index,Access to electricity,Adult literacy rate,Individuals using the Internet,Mobile cellular subscriptions,People using at least basic sanitation services (% of population),People using at least basic drinking water services (% of population),Physicians Density,Current health expenditure per capita,GDP per capita (current US$),Total Population,"Air transport, passengers carried","International tourism, number of arrivals",IHR capacity score: Points of entry,Access to Cities,Public trust in politicians,1+ underlying conditions plus 0 conditions (65+ yrs),Humanitarian Aid (FTS),Gender Inequality Index
Ecuador,ECU,ECU,Latin America & Caribbean,Upper middle income,South America,3.9,4.8,3.4,4,Medium,53033,15.1,,,,5.5,26.36100006,31.13299942,46.72800159,23.50399971,62.94200134,45.36299896,11.43506241,13.81720636,1.37712703,6344.871979,-0.397089903,1.95E+11,25.25100889,,11420,4.068495049,7.614861085,8545573,92.32327021,182000,3039078509,28.028592,64.81411827,7.157289727,68.78868175,26.58614871,36,17084357,1,3.3,,101564,63.821,41.42100143,56.2820015,88,91,83,42,33,57,1054,10.23,81,84,75,15,,4140,20.368,33589,,,33589,25.059,42811,37.5,100,80,80,100,80,80,80,80,60,100,100,60,60,60,60,80,80,80,2.00,63.82,80.63,20.3,9.57,0.28,0.01,0.76,0.02,781.44,220.13,0.38,2.80,14.2,43,0.3,0.22,2.63,1848654,0.39,44.70,0,0,3264,0,118614,0,114,7.9,-0.26,38,100.0,92.83,57.27,92.3,88.0,94.0,20.50,942.89,6345,17373657,5365261,1608000,80.0,306.32,1.58,20,781.44,0.39
"Egypt, Arab Rep.",EGY,EGY,Middle East & North Africa,Lower middle income,Northern Africa,3.6,5.5,3.3,4,Medium,104473,10.2,,,,17.2,35.48400116,20.75900078,20.72099972,33.03900146,57.49700165,46.20199966,6.685146788,7.991260389,5.314121037,2549.132252,3.194431298,1.19E+12,13.85810776,,12100,3.795456719,24.61085109,30828442,95.28659682,-190164,25515700000,33.79872071,60.97149994,5.229779346,98.87346929,47.76496347,10.6,98423595,,,,246749,42.704,64.89099884,69.7460022,94,98,91,61,71,,963,5.59,90,93,88,16,15234,2349,4.521,44502,,43317,1185,19.262,189579,22.48,80,100,100,100,80,100,100,80,100,100,100,100,80,100,60,100,80,60,2.03,42.70,89.83,4.1,12.75,0.86,0.82,0.70,0.02,1551.61,522.75,0.84,10.17,21.2,13,0.1,0.04,0.00,5021586,0.45,31.80,0,0,0,97000,311704,0,153,4.5,-0.58,35,100.0,71.17,46.92,95.3,94.2,99.1,7.90,516.34,2549,100388076,12340832,8157000,80.0,0.68,3.01,23,1551.61,0.45
El Salvador,SLV,SLV,Latin America & Caribbean,Lower middle income,Central America,4.3,5.5,3.6,4.4,Medium,27601,10.8,,,,8.8,3.359999895,25.71199989,34.19100094,25.56500053,79.21099854,48.72299957,7.666788252,14.3757283,2.538949798,4058.252439,2.017978144,50474288600,15.67109798,,7860,3.867898201,18.18771605,2789969,146.9221022,-202694,5388142174,27.13208091,64.58082908,8.287090005,309.8814672,23.93164796,,6420744,0.3,1.5,,48,72.023,54.19300079,66.47799683,87,91,79,,,,5419,16.69,91,92,86,13,,2049,15.662,9955,6071,3884,,18.344,11778,24.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40,100,100,40,1.55,72.02,90.65,22.4,8.95,0.40,0.10,0.67,0.03,51.99,207.47,1.01,20.68,13.7,72,0.6,0.33,0.00,1411062,0.40,38.00,584,396208,16733,0,66,0,118,9.0,-0.45,34,99.5,88.48,33.82,146.9,87.4,97.4,15.69,599.55,4058,6453550,2545105,1556000,100.0,0.77,1.47,24,51.99,0.40
Equatorial Guinea,GNQ,GNQ,Sub-Saharan Africa,High income: nonOECD,Middle Africa,6.7,4.2,7.5,6,High,19549.22085,53.4,,,,6,42.72200012,42.14500046,77.29000092,23.98600006,46.66400146,33.86899948,0.123760958,0.828740045,-6.128749289,10261.76001,-9.497352683,22852131754,,,17460,,,529818,45.16686721,79998,,37.11659887,60.42552379,2.457877347,46.66573975,39.80544998,66.2,1308974,,,,0,72.143,8.366999626,17.3409996,66,70,57,,,,308,6.96,,,,21,3,80,4.017,507,,,507,5.024,634,,20,20,20,20,20,40,40,20,20,20,20,20,20,40,20,20,20,20,4.35,72.14,24.64,66.1,14.39,0.24,0.04,0.59,,0.00,5.54,0.05,,85.3,191,6.2,5.40,343.26,429326,,,0,0,0,0,0,0,122,10.5,-1.29,16,67.2,95.00,26.24,45.2,66.3,64.7,4.00,838.74,10174,1355982,466435,,40.0,2.20,,18,0.00,
Estonia,EST,EST,Europe & Central Asia,High income: OECD,Northern Europe,2.3,2.4,2.2,2.3,Low,790,2.8,,,,4.2,1.588000059,4.668000221,6.148999959,41.13199997,81.33899689,54.20000076,33.34797267,26.1308318,4.761158469,23266.34627,4.483568571,46189738291,28.24142441,5,34970,7.597745868,10.22280035,699160,145.4384241,19555,566495675.1,16.35707375,64.01656941,19.62635685,30.38610536,48.0341824,,1321977,,,,325,68.88,93.25299835,85.82099915,99,99,99,97,99,94,,13.54,,,,50,,,44.833,5931,1142,4789,,111.558,13786,97.97,100,80,80,60,80,80,80,60,60,80,80,60,80,100,60,60,40,80,0.50,68.88,,,5.21,0.00,0.00,0.88,,0.23,0.00,,1.84,2.6,15,1.3,0.38,,9,0.09,32.70,0,0,0,0,359,0,127,2.9,1.19,74,100.0,99.89,89.36,145.4,99.1,99.7,34.65,1987.72,22928,1325649,31981,3245000,40.0,38.02,3.77,39,0.23,0.09
Eswatini,SWZ,SWZ,Sub-Saharan Africa,Lower middle income,Southern Africa,5.1,5.1,5.6,5.3,High,,53.7,,,,4.5,10.43999958,14.24100018,32.63699913,24.93000031,67.05500031,60.82899857,0.711234392,3.645076258,2.35100982,4145.974112,1.320645339,12086620030,22.25410141,,10640,2.080879973,0.863933574,374886,93.52732251,-41764,125680415.4,38.11249154,57.87292052,4.014587941,66.05761628,0,32.7,1136191,,,,879,23.799,58.77500153,70.82900238,58,51,61,,,,4000,16.58,24,48,17,21,,41,3.285,366,259,,107,41.415,4706,15.33,60,20,40,20,80,80,60,20,20,40,20,20,40,40,20,80,80,40,1.75,23.80,24.10,32.7,12.50,0.05,0.03,0.61,0.08,87.17,68.09,2.54,2.67,54.4,398,27.2,13.50,1.89,261261,0.58,51.50,0,0,232000,0,1629,0,103,20.6,-0.66,34,73.5,88.42,47.00,93.5,58.4,69.0,0.80,663.25,4140,1148133,,921000,20.0,29.91,2.96,29,87.17,0.58
Ethiopia,ETH,ETH,Sub-Saharan Africa,Low income,Eastern Africa,7.4,6,5.7,6.3,High,110971,49,3.5,3.8,3.5,4.3,58.06100082,73.05599976,85.97100067,10.58100033,32.19900131,16.36300087,0.059163576,1.109963199,6.810169391,772.3135303,4.048070239,2.19E+11,33.16840941,0.3,2010,3.07443229,46.53522828,53195087,37.2180717,150002,436325463.1,40.78298191,55.7158851,3.501132998,109.224559,19.40037379,73.9,109224559,,,,903226,20.763,10.74600029,15.79800034,7,20,4,,,4,30950,15.75,8,23,4,3,,2823,0.769,8395,5867,2528,,7.135,61772,2.77,100,60,100,80,100,60,80,80,80,60,80,80,80,60,80,40,40,40,4.83,20.76,7.96,65.9,14.78,0.97,0.63,0.47,0.49,20391.09,2061.42,5.88,0.52,55.2,164,1.1,0.22,37.37,69802693,0.51,39.10,0,4021,200871,1140713,760156,16,105,20.6,-0.61,37,44.3,51.77,18.62,37.2,7.3,41.1,1.00,69.52,772,112078727,11501244,933000,40.0,58.80,3.73,14,20391.09,0.51
Fiji,FJI,FJI,East Asia & Pacific,Upper middle income,Melanesia,3.9,3.9,3.3,3.7,Medium,24134,10.1,,,,14.7,34.57500076,37.07699966,43.14100075,15.71899986,57.03499985,47.20399857,1.475184016,8.661400389,3.526209372,6266.967965,2.820319292,8959585628,,,10140,5.169601653,51.32404035,362574,117.8305767,-31008,284669971.1,29.5126222,65.03769739,5.449680413,48.35703339,0,,883483,,,,4,56.248,51.46099854,57.74599838,95,95,95,,,,,9.25,,,,23,177,,8.6,747,,,747,33.752,2982,37.75,100,100,100,100,100,80,80,40,60,60,40,80,40,60,20,80,100,20,1.59,56.25,,10.8,10.12,0.01,0.00,0.72,,16.28,84.74,2.15,5.14,25.6,49,0.1,,,911449,0.36,36.70,0,179200,7794,0,19,0,126,3.7,0.26,,96.0,99.08,49.97,117.8,95.1,93.8,8.37,313.17,6202,889955,1670216,843000,100.0,11.43,,32,16.28,0.36
Finland,FIN,FIN,Europe & Central Asia,High income: OECD,Northern Europe,2.3,3.5,1,2,Low,125804,1.3,,,,5.6,1.980999947,5.116000175,9.585000366,34.62599945,89.22399902,60.25799942,31.45271337,5.848719873,1.671438881,50152.34014,1.490208143,2.68E+11,23.89923149,4.4,48580,6.665183493,5.279073157,2745494,129.4685668,70000,949728778.9,16.14518297,62.13402948,21.72078755,18.15685565,27.14883684,,5515525,,,5926,22295,85.382,90.80899811,83.16899872,99,99,99,99,99,,,12.35,,,,44,,6822,38.118,20956,,,20956,147.374,81022,182.27,100,100,100,100,100,80,80,80,80,100,100,100,100,100,80,100,100,100,0.25,85.38,,,4.90,0.00,0.00,0.93,,-12.87,0.00,,0.34,1.7,5,,,,5,0.05,27.10,0,0,0,0,25585,0,133,2.4,1.98,86,100.0,,88.89,129.5,99.4,100.0,38.08,4112.05,49960,5532159,13364839,3180000,100.0,3.33,5.80,38,-12.87,0.05
France,FRA,FRA,Europe & Central Asia,High income: OECD,Western Europe,2.8,4.4,1.9,2.9,Low,597412,6,,,,4.8,1.355999947,3.450000048,7.428000182,29.93899918,89.18499756,66.61100006,44.77576734,59.42405961,1.724880627,41463.64402,1.539463118,3.11E+12,22.89942448,,46360,6.188402499,8.077529006,30454910,108.357357,182636,27010261605,17.95646444,62.00891081,20.03462475,122.3383957,20.22919758,,66977107,,,28241,368352,80.444,91.65299988,85.30200195,99,99,99,88,,,,15.69,,,,65,,,32.672,212337,94923,117414,,114.707,722572,137.98,100,80,20,100,100,100,100,80,100,100,20,80,100,100,80,40,40,100,0.51,80.44,,,5.63,0.04,0.01,0.89,,0.00,0.00,,0.97,4.0,8,0.4,0.18,,321,0.05,32.70,12183,4256,2242,0,457426,0,138,2.4,1.48,69,100.0,,82.04,108.4,98.7,100.0,32.35,4782.29,41464,65129731,70188028,86861000,40.0,12.39,3.65,34,0.00,0.05
Gabon,GAB,GAB,Sub-Saharan Africa,Upper middle income,Middle Africa,5.2,4,6,5,High,,49.9,,,,6,47.95100021,24.36100006,31.46399963,15.20199966,49.23600006,60.43700027,1.373063902,1.029503014,0.835804969,7952.525893,-1.755039188,35395915103,,,16700,,,722017,138.2809687,16301,18460000,37.0258697,59.41022284,3.563907468,8.224764233,42.95093548,37,2119275,,,810,687,89.37,59.4640007,69.90599823,47,49,37,,,,,7.38,,,,13,,442,6.819,1408,570,838,,29.46,5350,33.03,20,20,20,20,80,40,40,40,20,20,20,20,20,40,20,20,0,20,3.04,89.37,,36.6,14.56,0.64,0.11,0.70,0.07,0.00,104.28,0.74,0.11,44.8,529,3.6,2.51,168.87,694119,0.53,38.00,0,0,0,0,774,0,122,10.5,-0.81,31,92.2,84.67,62.00,138.3,47.4,85.8,3.61,555.63,8030,2172578,,,0.0,1.18,3.01,19,0.00,0.53
"Gambia, The",GMB,GMB,Sub-Saharan Africa,Low income,Western Africa,7.5,4.7,6.1,6,High,625,54.8,2.333333333,3.4,3,1.9,32.88899994,22.86199951,72.05099964,24.31599998,63.11600113,52.8219986,0.194421809,1.929745002,6.547026565,716.118489,3.453188862,5849125142,8.579863187,,2570,1.674322771,48.2694865,779341,139.5290282,-15436,203603173.2,44.26874506,53.141274,2.589980939,225.3065217,31.29243861,34.8,2280102,,,,4034,61.27,15.72900009,34.37799835,39,45,30,,,,1150,15.31,8,12,1,11,11,141,1.021,213,,,213,15.447,2372,17.25,40,20,20,20,40,80,40,80,60,60,20,20,40,40,60,40,40,20,4.05,61.27,7.88,26.0,17.09,0.11,0.02,0.47,0.29,38.78,47.21,14.51,12.47,58.4,174,1.7,1.17,56.67,160763,0.62,35.90,0,0,0,0,4382,0,119,10.2,-0.62,37,56.2,50.78,19.84,139.5,39.2,78.0,1.08,74.31,712,2347696,53735,162000,20.0,8.11,3.92,14,38.78,0.62
Georgia,GEO,GEO,Europe & Central Asia,Lower middle income,Western Asia,3.2,4.8,3.3,3.7,Medium,7108,2.7,,,,5.8,44.14799881,39.85800171,49.08399963,20.74600029,50.14300156,39.39599991,20.99962977,15.09759572,4.8,4717.143026,4.715845403,42913436786,21.04580688,,11500,8.914812777,39.54311864,2032818,136.380667,-50000,2034288456,19.7952406,65.33926797,14.86549143,65.27520207,49.24815776,,3726549,1.2,4.5,,1991,58.632,49.37200165,48.56700134,90,95,83,27,16,,,5,,,,26,,,71.201,28501,6155,22346,,47.293,18440,87.47,60,60,80,60,100,60,80,60,60,60,60,60,40,80,20,40,40,20,0.77,58.63,,34.1,6.86,0.37,0.11,0.79,,0.00,356.87,3.49,11.56,9.8,86,0.5,0.40,0.00,412310,0.35,37.90,0,1143,5088,293000,2677,0,116,7.9,0.61,56,100.0,99.36,62.72,136.4,90.0,98.4,50.98,797.18,4345,3996762,516034,6483000,40.0,2.20,2.91,35,0.00,0.35
Germany,DEU,DEU,Europe & Central Asia,High income: OECD,Western Europe,2.8,4.9,1.2,2.5,Low,922648.6435,4.8,,,,10.4,0.81099999,1.557000041,5.620000124,38.64099884,85.49700165,59.80199814,41.11294951,51.12817752,1.527446298,47603.02763,1.195762891,4.52E+12,29.33518199,,54560,6.386739944,3.222850535,43406284,129.3242137,2719112,18031927237,13.6210301,64.9170079,21.461962,237.3709698,5.540389594,,82905782,,,33440,1063837,77.312,92.76899719,87.88500214,99,99,99,97,99,92,,19.65,,,,83,,,42.488,351195,82290,268905,,132.352,1070000,179.84,100,100,100,100,100,100,100,80,80,100,80,100,100,100,60,60,60,80,0.39,77.31,,0.0,4.77,0.02,0.01,0.94,,-164.22,0.00,,0.46,3.7,8,,,,752,0.08,31.70,600,12,0,0,1433121,0,139,2.4,1.62,80,100.0,,89.74,129.3,99.2,100.0,42.09,5463.33,48196,83517046,109796202,37452000,80.0,1.04,5.14,38,-164.22,0.08
Ghana,GHA,GHA,Sub-Saharan Africa,Lower middle income,Western Africa,5.9,4.4,5.2,5.1,High,14373,47.5,3.333333333,3.7,3.6,2.5,22.04100037,35.52600098,68.70099831,20.1609993,54.31900024,44.31299973,0.20935864,0.93519013,6.263480732,2202.312164,3.958667147,1.39E+11,20.96922926,,4650,5.723535957,4.42376537,12916874,137.5171658,-50000,3520561672,37.59606159,59.33504041,3.068898007,130.8214292,18.36541624,37.9,29767108,,,,11899,56.06,17.28100014,32.89500046,18,24,12,,,,15456,6.82,41,45,37,9,,3987,1.359,3957,3041,855,61,42.001,125024,10.21,40,20,40,60,60,80,80,20,40,40,20,40,40,40,80,40,40,40,3.36,56.06,41.05,30.4,13.59,0.33,0.03,0.60,0.14,15.19,624.42,1.66,5.37,47.9,152,1.6,1.05,270.69,16388663,0.54,43.50,1000012,100000,5159,5000,12982,0,136,5.5,-0.21,41,79.0,79.04,39.00,137.5,18.5,81.5,1.80,189.37,2202,30417858,467438,,40.0,9.10,3.42,17,15.19,0.54
Greece,GRC,GRC,Europe & Central Asia,High income: OECD,Southern Europe,2.7,4.6,2.4,3.1,Low,144040,10.9,,,,4.7,11.33100033,12.43900013,25.79600072,20.49600029,80.97799683,67.06500244,37.6522655,48.26044744,1.934370827,20324.25356,2.191029524,3.18E+11,12.94575534,4.3,29670,4.55695193,26.37669659,4767741,115.6669118,-80000,489699591.4,14.07124487,64.27348306,21.65527208,83.22473235,37.20752546,,10731726,,,2293,61460,79.058,71.71600342,63.05199814,99,99,98,90,97,,260,9.98,,,,43,,6190,54.789,57909,4651,53258,,36.331,35592,96.47,100,40,40,60,80,80,80,60,60,60,60,40,60,100,20,60,40,60,0.17,79.06,,3.0,4.01,0.07,0.01,0.87,,2531.85,0.00,,0.22,4.5,4,0.3,0.18,,41,0.12,36.00,6875,4718,123,0,137559,0,134,2.4,0.34,48,100.0,97.37,72.95,115.7,99.0,100.0,45.92,2261.16,20324,10473452,15125934,27194000,,18.36,2.19,37,2531.85,0.12
Guatemala,GTM,GTM,Latin America & Caribbean,Lower middle income,Central America,4.9,6,4.6,5.1,High,3205,25.1,,,,10,9.901000023,42.00899887,37.54300117,19.39500046,73.29699707,38.59700012,3.139231107,14.12403947,3.145043317,4549.010081,1.154413801,1.43E+11,13.40755544,,8310,5.134500085,11.13118021,7250681,118.6670871,-46073,9437674500,34.43539539,60.7525321,4.812072508,160.9537794,32.3779554,34.5,17247807,,,,390,51.054,50.26499939,64.23500061,65,79,51,,,,,17.83,77,83,70,6,127,399,3.549,6122,,,6122,0.737,1271,17.61,80,60,60,40,100,80,60,60,60,80,80,40,40,20,40,60,60,40,2.68,51.05,76.67,31.0,11.69,0.65,0.10,0.65,0.13,545.00,343.11,0.51,12.03,26.2,25,0.5,0.24,0.37,4836947,0.49,48.30,46573,3291359,21264,242000,644,0,116,15.2,-0.68,26,93.3,81.29,65.00,118.7,65.1,94.2,3.55,462.41,4549,17581476,145795,2113000,60.0,19.34,1.73,19,545.00,0.49
Guinea,GIN,GIN,Sub-Saharan Africa,Low income,Western Africa,7.1,5.6,6.1,6.2,High,,55.7,3.5,3.3,2.9,2.4,63.22000122,59.94400024,89.37400246,11.12300014,34.70800018,28.93300056,0.009770995,0,6.163853325,878.5996133,3.19829413,30577798935,3.149667676,,2460,9.936250355,0.188629788,4443986,96.76749212,-20000,28430000,43.85017334,53.22380421,2.926022448,50.52221227,41.08116843,43.3,12414318,,,,4294,36.14,3.197000027,14.93599987,23,34,17,,,,6700,9,17,26,13,3,,209,0.832,977,,,977,1.238,1010,4.43,60,40,60,40,80,80,80,40,40,60,40,40,20,40,40,40,40,20,3.80,36.14,17.45,49.2,16.13,0.72,0.06,0.47,0.34,58.81,205.79,5.51,0.26,100.8,176,1.5,1.06,336.72,7620187,,33.70,3409,0,0,0,6175,0,119,16.5,-0.97,29,35.4,32.00,18.00,96.8,22.7,61.9,0.79,107.72,885,12771246,,,40.0,2.02,2.82,15,58.81,
Guinea-Bissau,GNB,GNB,Sub-Saharan Africa,Low income,Western Africa,6.5,5.1,7.1,6.2,High,,62.1,2.666666667,2.3,2,2.4,70.67900085,65.80500031,75.73999786,9.597000122,25.14299965,24.59799957,0.064237212,0,3.799999992,777.9699218,1.243474147,3367258480,8.822332023,,1800,16.25597573,5.259808956,799520,78.9888828,-6996,127921034.9,42.33915221,54.83713146,2.823716336,66.65394737,68.70911776,82.3,1874309,,,,4850,43.36,14.73999977,30.32600021,21,37,8,,,,2355,7.79,6,9,5,10,158,16,1.274,227,197,30,,6.851,1284,7.3,40,20,20,20,20,20,40,20,20,20,40,20,20,40,40,20,20,20,3.46,43.36,6.40,78.9,15.70,0.28,0.03,0.46,0.37,37.33,23.69,10.46,8.77,81.5,374,3.1,2.00,58.01,1348965,,50.70,0,11541,0,0,4878,0,100,28.0,-1.49,18,26.0,45.58,3.93,79.0,20.5,66.6,2.00,97.97,778,1920917,,,20.0,582.93,,16,37.33,
Guyana,GUY,GUY,Latin America & Caribbean,Lower middle income,South America,2.3,4.3,5.1,3.7,Medium,1931,20,3.5,3.2,3.2,11.6,8.977000237,22.07699966,25.5129993,31.70599937,82.87799835,46.21699905,8.370376486,17.51691773,4.10000155,4979.002188,3.594471019,6559420962,35.30914293,,8420,2.633623999,1.753060451,317434,82.97107151,-30001,333692746,28.2145452,65.33518355,6.450271243,3.957348235,0,33.1,779004,,,,23,26.606,67.51300049,67.56300354,86,92,84,,,,245,9.45,77,75,78,16,,21,8.023,625,,,625,10.398,731,7.43,100,100,100,100,100,100,100,80,80,40,80,40,80,100,100,100,100,100,0.74,26.61,77.16,32.6,9.53,0.07,0.01,0.67,0.01,35.87,13.74,2.71,8.60,30.1,86,1.6,1.09,32.03,730205,0.49,,3274,0,0,0,40,0,119,8.1,-0.27,40,90.9,85.64,37.33,83.0,85.8,95.5,7.99,332.67,4635,782775,26069,247000,,1.02,3.07,24,35.87,0.49
Haiti,HTI,HTI,Latin America & Caribbean,Low income,Caribbean,6.7,5.7,6.7,6.3,High,,30.3,3,2.6,2.5,6.7,12.95600033,41.89300156,72.26900101,10.73400021,85.15899658,47.37400055,0.279596353,0.05324018,1.483879788,868.3420247,0.199179707,20876532279,24.36102115,,1880,10.56252868,34.86317107,5080454,57.52891844,-175000,3142260453,33.24224426,61.80835189,4.949403848,403.5985486,42.88347608,74.4,11123176,,,,8,55.278,18.02899933,34.68000031,35,44,24,,,,,6.14,23,29,16,7,,1731,2.343,2606,,,2606,6.798,7364,,20,20,40,40,100,100,80,40,20,100,20,20,40,20,20,20,0,40,2.97,55.28,22.86,65.9,11.24,0.55,0.10,0.50,0.20,1900.35,583.98,10.22,32.53,64.8,181,2.1,1.06,3.26,6052962,0.62,41.10,90434,39336,3108,34508,11,0,91,49.3,-1.91,18,43.8,61.69,32.47,57.5,34.7,65.5,2.35,95.44,868,11263079,,467000,0.0,78.78,1.92,20,1900.35,0.62
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,Central America,4.5,5.4,5.9,5.2,High,14832,14,3.666666667,3.7,3.1,7.3,9.998000145,42.4469986,41.38999939,21.29400063,72.22399902,36.25899887,3.701279642,5.548920774,3.745584746,2500.113213,2.030375238,45956016905,20.80767854,,4790,4.463811831,10.2277039,4614534,79.15031642,-34000,4776545983,31.74088153,63.56850081,4.690617659,85.68703191,24.89985554,27.5,9587522,6.6,16.5,,27,57.096,41.66799927,52.89199829,81,85,76,,35,,7114,15.4,,,,7,,,3.089,2913,1548,1365,,7.357,7054,15.23,100,40,80,20,80,80,60,60,60,60,80,20,40,60,60,40,60,40,2.79,57.10,84.17,40.4,10.37,0.43,0.05,0.62,0.09,177.14,308.64,2.95,19.93,17.6,38,0.4,0.16,0.20,2726402,0.48,50.50,48140,366948,71216,190000,84,0,119,12.9,-0.62,26,86.5,87.21,31.70,79.2,81.3,94.8,3.14,400.34,2483,9746115,411989,851000,40.0,2.47,2.11,19,177.14,0.48
Hungary,HUN,HUN,Europe & Central Asia,Upper middle income,Eastern Europe,2.7,3.5,2.8,3,Low,183541,1.8,,,,6.9,2.614000082,6.441999912,6.024000153,43.27399826,77.36699677,50.2840004,31.7234027,31.07780902,5.094002564,16161.98051,5.300354538,2.92E+11,26.61999214,,29860,2.578592193,7.150349794,4702655,103.4451716,29999,4234529335,14.41199221,66.4302824,19.15772538,107.9066055,25.24340306,,9775564,,,7082,6040,71.351,91.9940033,87.73799896,98,98,99,96,95,98,,10.14,,,,70,,,34.075,33078,7096,25903,79,69.157,64695,97.26,100,60,80,100,40,100,80,20,40,60,60,80,60,80,60,0,0,60,0.21,71.35,,13.6,4.72,0.02,0.00,0.84,,0.00,0.00,,2.68,4.3,7,,0.05,,31,0.26,30.40,1298,0,7200,0,6164,0,126,2.4,0.49,44,100.0,99.10,76.07,103.4,98.0,100.0,32.31,1963.16,15939,9684680,31226848,5650000,40.0,13.20,2.22,39,0.00,0.26
Iceland,ISL,ISL,Europe & Central Asia,High income: OECD,Northern Europe,3.8,3.6,1.7,2.9,Low,54653.30259,4.4,,,,5.8,1.29400003,6.304999828,8.107999831,24.80599976,91.6210022,68.88899994,40.5556067,40.60223395,4.61147603,73191.11632,1.601307982,19514871807,21.21409519,,55190,15.96196884,25.55029209,214594,126.137096,1900,168887014.1,19.83232011,65.37258734,14.79509256,3.526922693,0,,352721,,,,573,93.813,91.59300232,84.58300018,99,99,100,82,,,,15.73,,,,32,299,,40.778,1373,218,802,353,162.132,5174,190.76,80,80,100,100,80,80,80,60,100,100,60,100,80,60,100,80,100,60,2.96,93.81,,,6.11,0.00,0.00,0.94,,0.00,0.00,,0.65,2.0,5,,,,1,0.06,27.80,0,0,0,0,1048,0,137,2.4,1.47,78,100.0,,99.01,126.1,98.8,100.0,39.70,4245.11,73191,339037,7819741,2225000,80.0,8.28,4.63,31,0.00,0.06
